user_id,group,converted,session_sec,pages_viewed,device
115,Control,0,176.09248506822698,3,Desktop
116,Control,0,209.1126984723155,5,Desktop
117,Control,0,136.38006287894575,3,Desktop
118,Control,0,192.2873428922605,4,Mobile
119,Control,0,164.0180821846749,4,Desktop
120,Control,0,112.37286061272327,5,Desktop
121,Control,0,203.56151410995196,3,Mobile
122,Control,0,170.5180706217146,2,Desktop
123,Control,0,176.36363443554106,5,Desktop
124,Control,0,118.44114811222133,1,Tablet
125,Control,0,272.5270202269542,3,Mobile
126,Control,0,233.2192802512364,4,Desktop
127,Control,0,238.02857362945883,5,Mobile
128,Control,0,168.2005413657075,1,Mobile
129,Control,0,89.89494107731188,4,Mobile
130,Control,0,292.4104560369231,8,Desktop
131,Control,0,181.63963705967726,3,Desktop
132,Control,0,143.81601121889705,4,Mobile
133,Control,0,207.92408659657127,1,Desktop
134,Control,0,249.19164334018137,4,Desktop
135,Control,1,183.73221941529937,2,Desktop
136,Control,0,255.3216342366656,5,Mobile
137,Control,0,244.56499661842776,2,Desktop
138,Control,0,125.79903469288679,2,Desktop
139,Control,0,147.9415441887288,3,Mobile
140,Control,1,237.6645439803872,3,Desktop
141,Control,1,35.80630899042592,4,Desktop
142,Control,0,176.7799368759256,2,Mobile
143,Control,0,106.30428391064305,2,Desktop
144,Control,0,158.78954092115615,8,Mobile
145,Control,0,168.56489510339378,4,Desktop
146,Control,0,165.29655921508706,6,Desktop
147,Control,0,154.62563113380654,4,Mobile
148,Control,0,124.65709927041523,1,Tablet
149,Control,0,311.05511967502775,6,Desktop
150,Control,0,287.7104102288743,5,Mobile
151,Control,1,121.08637988590444,8,Desktop
152,Control,0,272.0164213216962,2,Desktop
153,Control,0,163.02939802399308,2,Desktop
154,Control,0,192.10531103324408,5,Mobile
155,Control,1,181.51993220566962,5,Desktop
156,Control,0,148.71382473103188,7,Desktop
157,Control,0,239.11187889833806,5,Mobile
158,Control,0,191.92375918171618,3,Desktop
159,Control,0,158.78967172294173,6,Desktop
160,Control,0,113.24758059097401,2,Desktop
161,Control,0,135.85227424544837,3,Tablet
162,Control,0,94.72409364188468,3,Desktop
163,Control,0,185.67229516283433,2,Tablet
164,Control,0,119.18339242435823,2,Desktop
165,Control,0,170.39417181148022,1,Desktop
166,Control,0,260.3556019485704,2,Mobile
167,Control,0,250.9614765106872,2,Mobile
168,Control,0,183.22477082435603,1,Desktop
169,Control,0,180.21034006212676,2,Desktop
170,Control,0,288.39310021815544,8,Desktop
171,Control,0,213.6415866197291,5,Mobile
172,Control,0,166.97064470679123,3,Mobile
173,Control,0,106.56900355837514,5,Desktop
174,Control,0,206.6630269990609,3,Tablet
175,Control,0,230.6128074920574,4,Desktop
176,Control,0,150.25916615174958,4,Desktop
177,Control,0,201.01615153259178,2,Desktop
178,Control,0,165.0034687796734,7,Mobile
179,Control,1,174.87821804405485,3,Desktop
180,Control,0,48.16978683407177,3,Mobile
181,Control,0,172.80202279561254,5,Tablet
182,Control,0,238.31531163244298,2,Mobile
183,Control,1,150.2728594438393,2,Mobile
184,Control,0,187.8889502518424,2,Desktop
185,Control,0,143.42271113194437,4,Mobile
186,Control,0,204.8242921961025,7,Desktop
187,Control,0,173.09122413551046,2,Tablet
188,Control,0,133.34171526248963,5,Desktop
189,Control,0,258.290330721582,1,Desktop
190,Control,0,236.09126074427184,4,Desktop
191,Control,0,151.73012798395038,2,Desktop
192,Control,0,212.37835701797775,4,Desktop
193,Control,1,214.55766015512094,4,Mobile
194,Control,0,220.32656792561468,3,Tablet
195,Control,0,91.81592572027073,2,Mobile
196,Control,0,240.36335975679452,2,Desktop
197,Control,0,153.66655703908478,1,Desktop
198,Control,0,165.31946366073032,1,Tablet
199,Control,0,330.08349637431104,2,Desktop
200,Control,0,201.60303593965565,1,Mobile
201,Control,0,163.75226385040534,1,Desktop
202,Control,0,63.70880949842517,3,Tablet
203,Control,0,261.43702736704955,2,Desktop
204,Control,0,111.01346810552685,2,Desktop
205,Control,0,129.81086030752732,3,Mobile
206,Control,0,166.7756235501683,2,Desktop
207,Control,0,262.9026485435161,3,Mobile
208,Control,0,227.52819926661675,4,Desktop
209,Control,0,176.3189369587857,1,Desktop
210,Control,0,201.95606350013514,2,Desktop
211,Control,0,151.97878689208918,3,Desktop
212,Control,0,192.6809529260943,5,Mobile
213,Control,0,189.03352096279752,3,Tablet
214,Control,0,238.28234426247442,4,Mobile
215,Control,0,238.19479673414222,4,Mobile
216,Control,0,212.16875602131046,3,Desktop
217,Control,0,165.07088433496438,5,Desktop
218,Control,0,225.80022619145697,3,Mobile
219,Control,0,179.94173435883243,3,Desktop
220,Control,0,125.49470972077768,2,Desktop
221,Control,0,162.81917144489836,3,Mobile
222,Control,0,189.64898410813785,5,Mobile
223,Control,0,235.061868101561,5,Desktop
224,Control,0,174.90595053135658,6,Mobile
225,Control,0,118.49407088182167,3,Tablet
226,Control,0,188.12079258132508,3,Desktop
227,Control,1,191.24008220311038,1,Mobile
228,Control,0,195.22106958965142,2,Desktop
229,Control,0,235.59293337749367,3,Tablet
230,Control,0,241.04077820494442,6,Desktop
231,Control,0,152.31840201900835,5,Mobile
232,Control,0,151.11210980730812,4,Tablet
233,Control,0,127.78907089744898,1,Mobile
234,Control,0,223.4348618654262,4,Mobile
235,Control,0,264.68510595857435,2,Desktop
236,Control,0,167.6704939650092,3,Tablet
237,Control,0,171.72131894012537,4,Mobile
238,Control,0,265.6730406294437,2,Desktop
239,Control,0,212.80568192682543,8,Desktop
240,Control,0,208.99296376405803,4,Desktop
241,Control,1,119.49959217144503,3,Mobile
242,Control,1,222.33004381036804,3,Mobile
243,Control,1,133.8975012719633,2,Mobile
244,Control,0,122.6288897735773,2,Desktop
245,Control,0,165.92756327783084,4,Desktop
246,Control,1,152.78140021032203,2,Mobile
247,Control,0,172.81201680882285,2,Mobile
248,Control,1,105.74601010112947,2,Desktop
249,Control,1,237.73489685572198,3,Mobile
250,Control,0,247.02274619840358,2,Mobile
251,Control,0,77.89616392225521,3,Mobile
252,Control,0,238.81517931166024,3,Mobile
253,Control,0,140.42092535981055,3,Mobile
254,Control,0,232.13365453405322,4,Desktop
255,Control,0,181.23544290334715,5,Mobile
256,Control,0,186.58265602445493,6,Desktop
257,Control,1,174.81962928183296,4,Mobile
258,Control,0,251.66710623284172,5,Desktop
259,Control,0,116.82265931112345,1,Mobile
260,Control,0,218.43121863042546,5,Mobile
261,Control,0,245.57315906892526,2,Desktop
262,Control,1,224.39870442972259,6,Tablet
263,Control,0,312.85844028778797,3,Desktop
264,Control,0,155.90792805014155,1,Desktop
265,Control,0,237.65176524264422,4,Mobile
266,Control,0,179.16501505622188,3,Mobile
267,Control,0,252.83733419939682,2,Desktop
268,Control,0,184.57710523532467,4,Tablet
269,Control,0,163.66683199756417,6,Mobile
270,Control,0,256.8339712129396,3,Desktop
271,Control,0,157.96409335395884,6,Mobile
272,Control,0,107.3000832604694,5,Desktop
273,Control,0,156.57342142543942,3,Desktop
274,Control,1,219.04681206236927,3,Mobile
275,Control,0,261.56213133729,2,Mobile
276,Control,0,191.11211564130818,3,Mobile
277,Control,0,257.50083869787136,2,Mobile
278,Control,0,110.30037931873235,4,Mobile
279,Control,0,160.62050943501535,4,Desktop
280,Control,0,169.12836855652444,5,Mobile
281,Control,0,178.69923148901142,1,Desktop
282,Control,0,189.6251913537608,3,Desktop
283,Control,0,223.00010265657062,2,Tablet
284,Control,0,160.53562390062302,6,Mobile
285,Control,0,192.6465777824219,6,Desktop
286,Control,0,182.51824103217717,3,Mobile
287,Control,0,134.07605528598674,3,Desktop
288,Control,0,178.74833210052105,5,Desktop
289,Control,0,177.0987258556585,4,Mobile
290,Control,0,175.92056892483245,7,Mobile
291,Control,0,186.7467701119798,2,Mobile
292,Control,0,189.16204473373622,5,Mobile
293,Control,0,161.22376514909683,7,Desktop
294,Control,0,254.99931036841957,2,Mobile
295,Control,0,120.67856539383408,8,Desktop
296,Control,0,145.3466440341557,6,Desktop
297,Control,0,337.89799933229557,2,Tablet
298,Control,0,127.91047547559236,2,Mobile
299,Control,0,110.54349289096328,5,Mobile
300,Control,0,225.39622097506697,4,Desktop
301,Control,0,70.75840804243693,5,Desktop
302,Control,0,172.05993495151586,5,Desktop
303,Control,0,303.0203708792069,4,Mobile
304,Control,0,100.02852428156298,1,Mobile
305,Control,0,75.99195328437077,6,Mobile
306,Control,1,102.5450338923266,1,Mobile
307,Control,0,234.4097762590842,1,Mobile
308,Control,0,246.8627195992197,8,Mobile
309,Control,0,156.80761616618202,4,Mobile
310,Control,0,222.57668222005879,1,Tablet
311,Control,0,261.4640430131594,1,Mobile
312,Control,0,283.3040527936404,3,Desktop
313,Control,0,171.45155953510834,2,Tablet
314,Control,1,58.41905552815072,2,Desktop
315,Control,0,139.85165926746723,3,Tablet
316,Control,0,161.52576927856083,2,Mobile
317,Control,0,170.75836618818852,7,Mobile
318,Control,0,174.66773294452042,4,Desktop
319,Control,0,246.5392028861868,5,Desktop
320,Control,0,255.09356346781698,6,Desktop
321,Control,0,175.55794903413693,4,Mobile
322,Control,0,245.41666818285003,8,Desktop
323,Control,0,204.6713751647099,4,Mobile
324,Control,0,188.54782850744144,4,Tablet
325,Control,1,234.85992864104801,2,Desktop
326,Control,0,188.97386265308538,1,Mobile
327,Control,0,298.1796147403769,2,Desktop
328,Control,0,105.88738582629925,9,Desktop
329,Control,0,156.66560054993903,4,Mobile
330,Control,0,178.04146066753273,7,Mobile
331,Control,0,209.16989797518949,6,Desktop
332,Control,0,254.73782679066989,2,Desktop
333,Control,0,183.65807880201137,3,Mobile
334,Control,0,106.7773692771586,3,Desktop
335,Control,0,231.33826430502523,2,Desktop
336,Control,0,226.52273213780805,2,Mobile
337,Control,0,78.19777373413267,1,Mobile
338,Control,0,184.79077264810604,2,Mobile
339,Control,0,97.54219931258362,4,Desktop
340,Control,0,148.44418963738656,1,Desktop
341,Control,0,135.34550901704603,5,Mobile
342,Control,0,229.5095584033092,3,Desktop
343,Control,0,191.4256595794701,3,Mobile
344,Control,0,114.29249495841849,3,Mobile
345,Control,0,233.40362796265384,4,Mobile
346,Control,0,106.14067968393721,1,Desktop
347,Control,0,203.1562584759019,4,Desktop
348,Control,0,140.22941318896443,6,Desktop
349,Control,0,164.8877604608214,4,Mobile
350,Control,0,212.7348911421111,1,Mobile
351,Control,0,213.6797169482741,3,Desktop
352,Control,0,258.5332990455778,1,Desktop
353,Control,0,180.47604651807006,5,Mobile
354,Control,0,201.85479746298373,3,Tablet
355,Control,0,160.92444726776216,2,Mobile
356,Control,0,195.00944354425388,4,Mobile
357,Control,0,209.17173264046815,4,Tablet
358,Control,0,179.59295839000933,6,Desktop
359,Control,1,85.7937233749127,4,Desktop
360,Control,0,203.23089929819923,2,Desktop
361,Control,0,205.05088125455015,3,Tablet
362,Control,0,147.5904588008627,4,Mobile
363,Control,0,114.35871301601172,3,Desktop
364,Control,0,266.1733532777181,3,Desktop
365,Control,1,212.0295030991921,4,Desktop
366,Control,0,172.40054329930598,1,Desktop
367,Control,1,122.46319142688819,1,Desktop
368,Control,1,139.800184436826,3,Tablet
369,Control,0,256.6424718232427,2,Desktop
370,Control,0,192.57140674774254,3,Desktop
371,Control,0,154.71771131496115,2,Desktop
372,Control,0,213.0329077173561,3,Mobile
373,Control,0,140.2080996904522,3,Mobile
374,Control,0,267.5463666654208,1,Desktop
375,Control,0,259.4040294193199,1,Mobile
376,Control,0,159.33842608384728,2,Mobile
377,Control,0,150.42313641330267,4,Tablet
378,Control,0,41.002674071924616,3,Desktop
379,Control,0,103.51305756467475,1,Desktop
380,Control,0,111.32916237732341,5,Tablet
381,Control,0,192.4354687543062,3,Mobile
382,Control,0,167.05714625572523,3,Mobile
383,Control,0,111.00654819216172,2,Mobile
384,Control,0,169.53597766444935,3,Mobile
385,Control,0,212.79354312060417,1,Mobile
386,Control,0,214.0311642453573,5,Desktop
387,Control,0,80.51813455276154,5,Mobile
388,Control,0,177.9455085733893,1,Mobile
389,Control,0,108.91625726656143,1,Desktop
390,Control,0,234.59507834271506,2,Desktop
391,Control,1,228.12805289944242,3,Desktop
392,Control,0,135.6085025521548,3,Mobile
393,Control,0,142.867513867978,6,Mobile
394,Control,0,159.6303122225931,4,Mobile
395,Control,0,61.09636328977635,2,Mobile
396,Control,1,203.4782495392317,4,Desktop
397,Control,0,169.9935499512928,4,Mobile
398,Control,0,238.35962954123227,3,Desktop
399,Control,0,124.58749301205961,5,Mobile
400,Control,0,150.94823784625376,3,Desktop
401,Control,0,102.14111080784866,3,Desktop
402,Control,1,129.76401900781607,7,Desktop
403,Control,0,119.99099021624795,3,Desktop
404,Control,0,239.77855233655453,3,Mobile
405,Control,0,146.5955983186734,6,Desktop
406,Control,0,191.82966266095374,3,Desktop
407,Control,0,164.05801278760077,3,Tablet
408,Control,0,115.17941036929528,3,Desktop
409,Control,1,175.74347672555965,1,Tablet
410,Control,0,217.9506832524977,3,Tablet
411,Control,0,118.57323341011562,3,Desktop
412,Control,1,229.50120349022583,1,Desktop
413,Control,1,138.2653493187267,5,Mobile
414,Control,0,158.43588406599375,2,Mobile
415,Control,0,214.18757176555263,9,Desktop
416,Control,0,148.51101135292816,5,Desktop
417,Control,0,187.0666172634726,3,Mobile
418,Control,0,167.69200441665492,2,Desktop
419,Control,0,192.11524036871,2,Desktop
420,Control,0,54.05934919620765,6,Tablet
421,Control,0,84.36750016355543,4,Tablet
422,Control,0,218.8781853325761,3,Desktop
423,Control,0,242.04497731069776,5,Desktop
424,Control,0,134.92323130576634,3,Mobile
425,Control,0,171.5784406305876,2,Desktop
426,Control,0,201.2095589096266,4,Desktop
427,Control,0,223.12696809122872,3,Mobile
428,Control,0,73.47775005810333,5,Tablet
429,Control,0,136.26778641618927,5,Desktop
430,Control,0,166.70813410825687,3,Mobile
431,Control,0,223.6727108479827,1,Desktop
432,Control,0,322.4136766046822,3,Desktop
433,Control,0,172.45968502546552,2,Desktop
434,Control,0,107.61623958428062,5,Desktop
435,Control,0,207.1247442460714,3,Mobile
436,Control,0,257.654768424739,1,Mobile
437,Control,0,190.94077665387255,6,Desktop
438,Control,0,135.1343300165139,9,Desktop
439,Control,0,237.68966678140106,7,Desktop
440,Control,0,221.4950090174139,3,Mobile
441,Control,0,128.56555356924065,5,Desktop
442,Control,1,205.97840896438882,2,Desktop
443,Control,0,239.849606221238,6,Desktop
444,Control,0,250.00395234073915,2,Desktop
445,Control,0,181.34530635797992,2,Desktop
446,Control,1,165.30563046013745,3,Desktop
447,Control,1,252.50006021446944,7,Mobile
448,Control,0,118.44117233605132,4,Tablet
449,Control,0,209.1218610006553,3,Desktop
450,Control,0,109.64853549495639,1,Desktop
451,Control,0,243.59569497427816,6,Desktop
452,Control,0,170.8074966413861,2,Tablet
453,Control,0,254.77207796061083,4,Desktop
454,Control,1,212.02770159955398,2,Mobile
455,Control,0,117.72288734659385,6,Desktop
456,Control,0,263.35452526424837,3,Desktop
457,Control,0,270.31848965352515,6,Desktop
458,Control,0,233.52575709295687,3,Desktop
459,Control,0,143.1126674230079,6,Desktop
460,Control,0,168.1692325103425,5,Desktop
461,Control,0,192.99849695731677,2,Desktop
462,Control,0,146.29592803677116,2,Mobile
463,Control,0,278.07906148547625,4,Mobile
464,Control,0,192.937955944932,6,Mobile
465,Control,1,36.315857409095344,2,Desktop
466,Control,0,203.66456970159211,4,Desktop
467,Control,0,165.8513431750478,4,Mobile
468,Control,0,180.87903941348537,1,Desktop
469,Control,0,164.72593488178651,4,Tablet
470,Control,1,229.3875529133678,2,Mobile
471,Control,0,246.58282782043597,3,Desktop
472,Control,1,200.56792392422597,4,Mobile
473,Control,0,166.33788470740126,1,Mobile
474,Control,0,182.72645373549562,1,Mobile
475,Control,0,186.07797891176955,1,Mobile
476,Control,1,140.86634780743398,5,Desktop
477,Control,0,216.8410756714179,4,Mobile
478,Control,0,210.30232781232564,3,Mobile
479,Control,1,269.72426818771703,1,Mobile
480,Control,0,254.04423791586612,1,Mobile
481,Control,0,147.28787953254283,2,Desktop
482,Control,0,230.11641059799305,4,Desktop
483,Control,0,132.69756392980406,2,Tablet
484,Control,0,223.27626555174675,5,Desktop
485,Control,0,156.58621906819405,4,Desktop
486,Control,1,128.72107271434285,3,Desktop
487,Control,0,200.40249384835724,1,Desktop
488,Control,0,37.89880795152226,8,Desktop
489,Control,1,88.69634340771246,2,Desktop
490,Control,0,175.23794639241441,4,Desktop
491,Control,0,189.53429716491632,4,Mobile
492,Control,0,164.6874676412996,4,Desktop
493,Control,0,98.13100357053207,2,Mobile
494,Control,0,140.0159486823822,3,Desktop
495,Control,0,206.51651299805667,3,Mobile
496,Control,0,216.99799738455994,5,Mobile
497,Control,0,184.10772853222323,1,Desktop
498,Control,0,248.62585795703438,5,Desktop
499,Control,1,206.8568362902579,3,Mobile
500,Control,1,143.88993903229834,1,Mobile
501,Control,0,169.57238706236103,4,Tablet
502,Control,0,107.842361353568,6,Desktop
503,Control,0,179.05235552847208,2,Tablet
504,Control,0,246.1655340571736,4,Desktop
505,Control,0,222.69095465910323,4,Desktop
506,Control,0,262.1105129255517,3,Desktop
507,Control,1,168.3413115910554,1,Desktop
508,Control,0,259.03548869828415,5,Mobile
509,Control,1,174.36826754536165,1,Tablet
510,Control,0,265.93717954134416,6,Tablet
511,Control,0,183.7978788906832,1,Mobile
512,Control,0,223.89772555923523,1,Desktop
513,Control,1,266.13118003704204,3,Tablet
514,Control,0,174.3614804280337,5,Mobile
515,Control,0,197.0113943149296,3,Tablet
516,Control,0,255.8874883863466,4,Tablet
517,Control,0,177.6848259838465,4,Desktop
518,Control,0,112.35092446216115,2,Desktop
519,Control,1,302.86538800217005,4,Desktop
520,Control,0,159.16295446145747,4,Mobile
521,Control,0,193.73158280156485,3,Mobile
522,Control,0,248.58036681981199,7,Mobile
523,Control,1,151.5328352947839,1,Desktop
524,Control,0,129.56726477278283,4,Desktop
525,Control,0,198.95555132261583,5,Tablet
526,Control,0,86.38079811481857,3,Desktop
527,Control,0,169.16516577226437,1,Mobile
528,Control,0,198.47712653734732,5,Tablet
529,Control,0,170.15264567461597,4,Mobile
530,Control,0,100.1101981247839,1,Mobile
531,Control,0,272.6797875912207,1,Desktop
532,Control,1,190.69459846720466,4,Mobile
533,Control,1,263.71336647689577,4,Desktop
534,Control,0,170.69800624007553,4,Mobile
535,Control,0,136.59934100700798,2,Desktop
536,Control,1,199.8049506140338,1,Mobile
537,Control,0,173.13170805194792,2,Tablet
538,Control,0,120.22311981047531,4,Tablet
539,Control,0,265.83813423331225,3,Desktop
540,Control,0,150.77513774083022,1,Desktop
541,Control,1,83.78534883624373,5,Desktop
542,Control,0,258.0491329676533,5,Desktop
543,Control,0,157.26360913030572,3,Desktop
544,Control,0,151.56968590614065,7,Mobile
545,Control,0,87.90368271335143,1,Desktop
546,Control,0,280.7517817628345,4,Desktop
547,Control,0,114.07856770346719,5,Mobile
548,Control,0,188.21472143881076,2,Desktop
549,Control,0,235.19411773972422,4,Desktop
550,Control,0,208.19443131517033,5,Desktop
551,Control,0,181.71901284042946,2,Mobile
552,Control,0,91.4083777941921,1,Mobile
553,Control,0,140.46513403279937,3,Desktop
554,Control,0,195.3290185923387,3,Desktop
555,Control,0,141.7054261507152,1,Desktop
556,Control,0,196.1847702999322,5,Desktop
557,Control,0,222.4958874848328,2,Desktop
558,Control,0,237.93765871900558,4,Mobile
559,Control,0,117.56013532030241,5,Desktop
560,Control,0,305.8155330238425,5,Desktop
561,Control,0,227.2113639504772,5,Desktop
562,Control,0,184.90572154820148,5,Desktop
563,Control,0,244.92451206921524,3,Desktop
564,Control,0,315.0974274599986,2,Desktop
565,Control,0,105.87039444187218,6,Desktop
566,Control,0,172.61055466297555,1,Tablet
567,Control,0,54.18625870696695,1,Tablet
568,Control,0,195.59583429564137,2,Mobile
569,Control,1,205.09668330588275,1,Desktop
570,Control,0,182.84608365064824,2,Desktop
571,Control,0,149.00065359509296,9,Mobile
572,Control,0,72.27670160964212,4,Desktop
573,Control,0,205.54435258764727,2,Desktop
574,Control,0,265.04889661534287,1,Mobile
575,Control,0,152.49398493466123,2,Desktop
576,Control,1,209.20329609627296,5,Desktop
577,Control,0,98.75206276189722,5,Desktop
578,Control,1,210.14671850308827,2,Mobile
579,Control,0,163.36397362404387,4,Mobile
580,Control,0,143.0670127168397,1,Mobile
581,Control,0,143.17999973311282,1,Desktop
582,Control,1,163.35136298818446,1,Mobile
583,Control,0,206.03383236308946,5,Tablet
584,Control,0,112.83102393424652,2,Mobile
585,Control,0,163.15865676376808,5,Desktop
586,Control,0,182.71905221004687,3,Mobile
587,Control,0,124.55284265074775,5,Mobile
588,Control,0,283.81658609212593,4,Mobile
589,Control,0,138.0577485966262,3,Mobile
590,Control,0,148.18096975015803,4,Mobile
591,Control,0,131.1930627597626,2,Mobile
592,Control,0,283.9164047925965,5,Desktop
593,Control,0,215.40978757297148,4,Desktop
594,Control,0,133.4874396565997,3,Desktop
595,Control,0,245.84273573729828,2,Desktop
596,Control,0,196.0384281858883,4,Mobile
597,Control,0,199.1489381611326,5,Desktop
598,Control,0,166.0537535186151,1,Desktop
599,Control,0,143.78212071736647,5,Desktop
600,Control,0,203.57713544800308,5,Desktop
601,Control,0,155.02020235024253,2,Mobile
602,Control,0,284.92155962663077,2,Mobile
603,Control,0,115.18898921162928,2,Mobile
604,Control,0,269.488622507022,3,Desktop
605,Control,0,178.87746331612095,3,Desktop
606,Control,0,201.44971537116083,3,Tablet
607,Control,0,230.8236771646189,2,Desktop
608,Control,0,150.336288774756,5,Mobile
609,Control,0,232.533661158425,3,Mobile
610,Control,0,36.08508795403526,2,Desktop
611,Control,0,145.40057567279334,1,Desktop
612,Control,0,134.1765455962414,3,Desktop
613,Control,0,116.05716931955311,2,Tablet
614,Control,0,173.17748390565768,2,Desktop
615,Control,0,206.2162482499932,3,Desktop
616,Control,1,223.64629991746182,2,Desktop
617,Control,0,198.24822164602242,3,Desktop
618,Control,0,148.38685943085494,5,Mobile
619,Control,0,205.2959040803842,3,Desktop
620,Control,0,191.8357132167968,5,Desktop
621,Control,0,236.4830892364809,4,Desktop
622,Control,0,227.73151866123342,4,Desktop
623,Control,0,186.6762027656346,5,Desktop
624,Control,0,135.65108466113088,2,Desktop
625,Control,0,149.08774142923556,1,Mobile
626,Control,0,154.76158521990817,5,Desktop
627,Control,0,167.66035163460595,5,Desktop
628,Control,0,199.74277351743643,2,Desktop
629,Control,0,224.33459145704322,2,Mobile
630,Control,0,182.18847188415424,8,Mobile
631,Control,0,185.886863334526,3,Tablet
632,Control,0,192.8818467750002,6,Desktop
633,Control,0,156.6252077777213,2,Desktop
634,Control,0,134.10342582963742,2,Desktop
635,Control,0,88.45091564791096,2,Desktop
